Baseline 100%T,,Baseline 0%T,,Ech noir,,Ech noir_depl,,Ech noir_depl2,,Ech moins noir,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
2500,90.21916962,2500,0.4290445149,2500,32.39206696,2500,32.20921326,2500,32.28230286,2500,29.71235466,
2499,90.18584442,2499,0.4506401122,2499,32.23230743,2499,32.24492645,2499,32.38312149,2499,29.69043922,
2498,90.07359314,2498,0.4520175159,2498,32.0749855,2498,32.02769089,2498,32.19029999,2498,29.59452629,
2497,90.16779327,2497,0.3282347918,2497,32.32196808,2497,32.07947922,2497,32.03580856,2497,29.69107246,
2496,90.03381348,2496,0.4224821031,2496,32.14413071,2496,32.09679031,2496,32.06459808,2496,29.57740211,
2495,89.89817047,2495,0.4504107535,2495,32.12641907,2495,31.98833847,2495,32.00144958,2495,29.45646286,
2494,89.73413086,2494,0.3980762661,2494,32.25111389,2494,32.28135681,2494,32.05438995,2494,29.54296112,
2493,89.76868439,2493,0.4488652945,2493,31.99277878,2493,32.10459518,2493,31.84972763,2493,29.45436859,
2492,89.62870789,2492,0.4578724504,2492,32.1674118,2492,32.13687897,2492,31.9396553,2492,29.41197395,
2491,89.6354599,2491,0.3956158161,2491,32.05656052,2491,32.20531464,2491,32.06835556,2491,29.67672729,
2490,89.58776855,2490,0.4963630438,2490,32.05242538,2490,31.84851074,2490,31.92998505,2490,29.26264763,
2489,89.52960205,2489,0.3131749928,2489,32.01469803,2489,32.23266983,2489,32.0880127,2489,29.60238457,
2488,89.48329163,2488,0.3814345598,2488,31.92541313,2488,31.79434586,2488,31.95908356,2488,29.37425613,
2487,89.24259186,2487,0.3501850069,2487,31.98338127,2487,31.96902847,2487,32.05944061,2487,29.65085793,
2486,89.21138763,2486,0.5056552887,2486,31.93986511,2486,31.79858017,2486,31.79412842,2486,29.39173889,
2485,89.04052734,2485,0.5403830409,2485,31.94164085,2485,31.92130661,2485,31.8996048,2485,29.51052856,
2484,89.09692383,2484,0.423031956,2484,31.89240456,2484,31.96305275,2484,32.03217697,2484,29.30714798,
2483,88.98632813,2483,0.3286102116,2483,31.94769859,2483,31.98125648,2483,31.98136711,2483,29.64904976,
2482,88.84147644,2482,0.418443501,2482,31.90405655,2482,31.90510178,2482,31.93180847,2482,29.46842957,
2481,88.88904572,2481,0.4083524048,2481,31.99708176,2481,31.97829437,2481,31.82509804,2481,29.44312668,
2480,88.83229065,2480,0.4119545817,2480,31.84045219,2480,31.8254261,2480,31.94752884,2480,29.45217705,
2479,88.78914642,2479,0.336292237,2479,32.02849197,2479,32.03262329,2479,31.89768791,2479,29.39648247,
2478,88.66706848,2478,0.5180684328,2478,31.82708359,2478,31.89940453,2478,31.71574402,2478,29.25668335,
2477,88.69277191,2477,0.4378771782,2477,31.84478378,2477,31.86433983,2477,31.64390373,2477,29.25761604,
2476,88.58698273,2476,0.3861443996,2476,31.86410713,2476,31.82771492,2476,31.78658867,2476,29.45044899,
2475,88.58913422,2475,0.4056736231,2475,31.75293541,2475,31.78889084,2475,31.82782173,2475,29.39208794,
2474,88.5825882,2474,0.3029108644,2474,31.83599472,2474,31.93870544,2474,31.69126511,2474,29.43016624,
2473,88.4016037,2473,0.4960130453,2473,31.75223732,2473,31.70443726,2473,31.73685455,2473,29.37065887,
2472,88.38213348,2472,0.4441111684,2472,31.8272171,2472,31.84612656,2472,31.62828636,2472,29.37939835,
2471,88.35690308,2471,0.3191354275,2471,31.74630737,2471,31.78610229,2471,31.85053253,2471,29.39866447,
2470,88.29455566,2470,0.3927856088,2470,31.63764763,2470,31.86850929,2470,31.66521454,2470,29.33758736,
2469,88.26795197,2469,0.389539212,2469,31.78089523,2469,31.79696465,2469,31.63446808,2469,29.39767838,
2468,88.15416718,2468,0.431317091,2468,31.66447258,2468,31.69224548,2468,31.59311104,2468,29.18064308,
2467,88.16455841,2467,0.298273921,2467,31.75382996,2467,31.65044212,2467,31.71531296,2467,29.41330338,
2466,88.15789795,2466,0.2433150262,2466,31.86783218,2466,31.78781319,2466,31.71244812,2466,29.38820457,
2465,88.1727066,2465,0.3462681174,2465,31.65644455,2465,31.67300606,2465,31.73241615,2465,29.35021591,
2464,88.06496429,2464,0.454736501,2464,31.60138702,2464,31.6480217,2464,31.38255119,2464,29.27507401,
2463,87.91169739,2463,0.2954743207,2463,31.71793175,2463,31.81179237,2463,31.67326164,2463,29.40784073,
2462,88.00138855,2462,0.3112505972,2462,31.76702499,2462,31.74749374,2462,31.54077911,2462,29.23059464,
2461,87.88796997,2461,0.4039490521,2461,31.66321564,2461,31.67712021,2461,31.54655457,2461,29.31850815,
2460,87.9023056,2460,0.3859885037,2460,31.52680016,2460,31.64530373,2460,31.57963181,2460,29.26524925,
2459,87.82646942,2459,0.2780591249,2459,31.67183304,2459,31.67003059,2459,31.66881752,2459,29.23806381,
2458,87.75041199,2458,0.4098510444,2458,31.67140198,2458,31.63106728,2458,31.53195381,2458,29.0769577,
2457,87.6605835,2457,0.4435020089,2457,31.52760506,2457,31.55801392,2457,31.4669075,2457,29.23978615,
2456,87.64039612,2456,0.3829925656,2456,31.54251862,2456,31.69069862,2456,31.62280655,2456,29.26613998,
2455,87.56054688,2455,0.3824173212,2455,31.72940063,2455,31.53783417,2455,31.43017197,2455,29.27046204,
2454,87.55620575,2454,0.4574764073,2454,31.55877304,2454,31.47306061,2454,31.46579552,2454,29.12813759,
2453,87.57176971,2453,0.3575589657,2453,31.49011421,2453,31.56380653,2453,31.4630146,2453,29.27824593,
2452,87.5191803,2452,0.4559637904,2452,31.51541328,2452,31.59462738,2452,31.43304825,2452,29.20255089,
2451,87.39317322,2451,0.4633078873,2451,31.46251488,2451,31.54978752,2451,31.3713932,2451,29.28568459,
2450,87.47680664,2450,0.3508120477,2450,31.58377075,2450,31.62910652,2450,31.48313141,2450,29.1857605,
2449,87.34230042,2449,0.3901521564,2449,31.59064865,2449,31.56986809,2449,31.37043762,2449,29.16136742,
2448,87.32598877,2448,0.4010786712,2448,31.42851257,2448,31.50983429,2448,31.40293121,2448,29.18537903,
2447,87.29878235,2447,0.4178160429,2447,31.47987747,2447,31.53010368,2447,31.36406326,2447,29.1228466,
2446,87.173172,2446,0.4450473487,2446,31.54454803,2446,31.3766098,2446,31.4999752,2446,29.16686249,
2445,87.11762238,2445,0.2798509896,2445,31.50101089,2445,31.62695122,2445,31.40906143,2445,29.19995499,
2444,87.11095428,2444,0.4096627235,2444,31.41091537,2444,31.48248291,2444,31.26541901,2444,29.1322937,
2443,87.16890717,2443,0.4298530519,2443,31.32520103,2443,31.4250164,2443,31.37371254,2443,28.9698925,
2442,87.03327942,2442,0.3145195842,2442,31.41119766,2442,31.39356041,2442,31.38811874,2442,29.15108871,
2441,86.85704041,2441,0.3206680417,2441,31.54867554,2441,31.47545433,2441,31.43384171,2441,29.29691887,
2440,86.80325317,2440,0.3528346717,2440,31.37471008,2440,31.53368187,2440,31.40876007,2440,29.24658585,
2439,86.81161499,2439,0.5059003234,2439,31.31027794,2439,31.32177544,2439,31.21459198,2439,29.02861023,
2438,86.79143524,2438,0.360183686,2438,31.27591896,2438,31.42127037,2438,31.35350609,2438,29.10529709,
2437,86.75492096,2437,0.3422052264,2437,31.42480469,2437,31.2856617,2437,31.2534008,2437,29.09770966,
2436,86.70331573,2436,0.4289976358,2436,31.37511063,2436,31.33834076,2436,31.34762573,2436,29.02162933,
2435,86.72748566,2435,0.3638839126,2435,31.38480186,2435,31.28630829,2435,31.23576927,2435,29.1235714,
2434,86.63560486,2434,0.348836571,2434,31.46865654,2434,31.37898827,2434,31.21660423,2434,29.13866997,
2433,86.66363525,2433,0.2599258721,2433,31.34809685,2433,31.43699455,2433,31.30423355,2433,29.131464,
2432,86.5548172,2432,0.3893295825,2432,31.30399513,2432,31.29572868,2432,31.3888073,2432,29.11187172,
2431,86.35869598,2431,0.3931508362,2431,31.37310791,2431,31.27455139,2431,31.24965096,2431,29.16686249,
2430,86.44483948,2430,0.4434998035,2430,31.32916451,2430,31.21533775,2430,31.1936264,2430,28.99650574,
2429,86.3793335,2429,0.4074299634,2429,31.31871605,2429,31.17710114,2429,31.1764183,2429,29.04944038,
2428,86.33463287,2428,0.3725552559,2428,31.23871994,2428,31.36101723,2428,31.10922813,2428,29.04840088,
2427,86.35834503,2427,0.3248842955,2427,31.20313072,2427,31.3086071,2427,31.22851563,2427,29.10881424,
2426,86.28379822,2426,0.3314042091,2426,31.25452042,2426,31.19605255,2426,31.18464661,2426,29.06297493,
2425,86.2693634,2425,0.4436842501,2425,31.1626873,2425,31.05248833,2425,31.10149765,2425,28.8747673,
2424,86.09320831,2424,0.3475963175,2424,31.18218231,2424,31.36043549,2424,31.1714859,2424,29.00753975,
2423,86.14924622,2423,0.3698225617,2423,31.21004486,2423,31.22512054,2423,31.1478405,2423,28.95900917,
2422,86.07357025,2422,0.3997536004,2422,31.17292023,2422,31.15600014,2422,31.08562279,2422,28.96579742,
2421,86.07459259,2421,0.3184390366,2421,31.16223907,2421,31.19921303,2421,31.23526001,2421,29.03754425,
2420,86.00809479,2420,0.3134866357,2420,31.19861412,2420,31.29949951,2420,31.15053558,2420,28.9655323,
2419,85.96557617,2419,0.4085892439,2419,31.07014847,2419,31.08393478,2419,31.00101662,2419,28.86240768,
2418,85.8812027,2418,0.3618254662,2418,31.1690712,2418,31.1312294,2418,31.10482788,2418,28.95453644,
2417,85.85307312,2417,0.3323746324,2417,31.15403366,2417,31.15951347,2417,31.14450073,2417,29.01206398,
2416,85.87240601,2416,0.3432364762,2416,31.02858353,2416,31.03403664,2416,31.12953949,2416,29.00444794,
2415,85.74591827,2415,0.3621868491,2415,31.06980705,2415,31.07746506,2415,31.068367,2415,29.04383278,
2414,85.75566864,2414,0.4252195358,2414,31.04712677,2414,31.00137329,2414,30.94219208,2414,28.82324219,
2413,85.69988251,2413,0.3469312489,2413,31.12925911,2413,31.07808876,2413,31.01808167,2413,28.89940643,
2412,85.63342285,2412,0.3692549765,2412,31.03942299,2412,31.09475327,2412,30.97525024,2412,28.88049126,
2411,85.65373993,2411,0.332782954,2411,31.02724266,2411,31.07335663,2411,31.01740456,2411,28.9236927,
2410,85.59309387,2410,0.3676986694,2410,31.02053642,2410,31.08221626,2410,30.95836639,2410,28.8649292,
2409,85.47998047,2409,0.3709713221,2409,31.02263451,2409,31.00902367,2409,30.93013382,2409,28.94325829,
2408,85.46965027,2408,0.3332767487,2408,30.98291397,2408,31.0333786,2408,31.02864647,2408,28.97709084,
2407,85.47562408,2407,0.3945845664,2407,30.96848106,2407,30.89562988,2407,30.84614563,2407,28.94140434,
2406,85.46021271,2406,0.4117913544,2406,30.9128437,2406,30.91558838,2406,30.82748413,2406,28.93195724,
2405,85.32286072,2405,0.3007906377,2405,31.03509331,2405,30.96112251,2405,30.93034554,2405,28.92375374,
2404,85.34291077,2404,0.4373404682,2404,30.82191086,2404,30.77271652,2404,30.78255081,2404,28.71972656,
2403,85.28620911,2403,0.3089113832,2403,30.95632744,2403,30.9987011,2403,30.98364258,2403,28.95561409,
2402,85.27032471,2402,0.3535071611,2402,30.86979103,2402,30.87923813,2402,30.84241486,2402,28.84295273,
2401,85.23530579,2401,0.3248635828,2401,30.88003159,2401,30.95832443,2401,30.859375,2401,28.82790184,
2400,85.16214752,2400,0.3646344543,2400,30.90864182,2400,30.92825317,2400,30.75656319,2400,28.85536194,
2399,85.15585327,2399,0.3593366146,2399,30.86473656,2399,30.86467361,2399,30.78581429,2399,28.83390427,
2398,85.11585236,2398,0.4822241068,2398,30.76268387,2398,30.75521088,2398,30.61325264,2398,28.69496727,
2397,85.09920502,2397,0.3913317919,2397,30.63784599,2397,30.897995,2397,30.85089111,2397,28.65099907,
2396,85.06066895,2396,0.361112237,2396,30.85544205,2396,30.88198853,2396,30.75726891,2396,28.73694611,
2395,85.04910278,2395,0.3823431134,2395,30.63542557,2395,30.85500336,2395,30.72205162,2395,28.71423912,
2394,85.01553345,2394,0.321136713,2394,30.79534531,2394,30.77797508,2394,30.76858521,2394,28.76584816,
2393,84.98075104,2393,0.3670651913,2393,30.75027466,2393,30.8069706,2393,30.74429893,2393,28.80364418,
2392,84.98933411,2392,0.3668603599,2392,30.68516159,2392,30.74507141,2392,30.73273659,2392,28.73117256,
2391,84.91416168,2391,0.3616272807,2391,30.72413254,2391,30.84753418,2391,30.67779541,2391,28.76329803,
2390,84.9499588,2390,0.4158276916,2390,30.64016151,2390,30.6145668,2390,30.55093002,2390,28.67889786,
2389,84.88070679,2389,0.4042649269,2389,30.64473915,2389,30.70807457,2389,30.549366,2389,28.69092178,
2388,84.87313843,2388,0.3741387725,2388,30.65664482,2388,30.72792053,2388,30.60814667,2388,28.74620628,
2387,84.8539505,2387,0.269913882,2387,30.71495628,2387,30.68609238,2387,30.60783386,2387,28.762146,
2386,84.78076172,2386,0.3723611832,2386,30.71224594,2386,30.62651062,2386,30.6199379,2386,28.71252251,
2385,84.85535431,2385,0.3691340685,2385,30.54299927,2385,30.63156509,2385,30.55475616,2385,28.70604706,
2384,84.78015137,2384,0.3495647311,2384,30.57803535,2384,30.59063911,2384,30.53162956,2384,28.60710907,
2383,84.78200531,2383,0.3723834157,2383,30.60284233,2383,30.58226967,2383,30.5166893,2383,28.66184044,
2382,84.74120331,2382,0.3183125257,2382,30.58410645,2382,30.65352821,2382,30.57164574,2382,28.62380219,
2381,84.7787323,2381,0.4600647688,2381,30.39457512,2381,30.52814674,2381,30.41848183,2381,28.57359314,
2380,84.74900055,2380,0.3595619798,2380,30.5382309,2380,30.64196968,2380,30.58039856,2380,28.56721497,
2379,84.70513153,2379,0.3352936208,2379,30.54447556,2379,30.57416344,2379,30.41450119,2379,28.58143997,
2378,84.70308685,2378,0.3518013656,2378,30.49598885,2378,30.53368378,2378,30.442873,2378,28.58280182,
2377,84.68945313,2377,0.437306881,2377,30.51192093,2377,30.41333199,2377,30.30803871,2377,28.49049187,
2376,84.62167358,2376,0.3367319107,2376,30.55511475,2376,30.54164886,2376,30.47990799,2376,28.68930435,
2375,84.63079071,2375,0.3285942078,2375,30.54111671,2375,30.5202179,2375,30.51957703,2375,28.59836578,
2374,84.61034393,2374,0.4206685722,2374,30.36660576,2374,30.43762779,2374,30.34320831,2374,28.60160446,
2373,84.62693024,2373,0.3963237107,2373,30.41148567,2373,30.46925926,2373,30.32580566,2373,28.48166466,
2372,84.64494324,2372,0.3591473699,2372,30.3824749,2372,30.41865921,2372,30.38045502,2372,28.52410126,
2371,84.65238953,2371,0.4238047302,2371,30.36389732,2371,30.37716675,2371,30.2826252,2371,28.45838165,
2370,84.53193665,2370,0.3988494277,2370,30.43463135,2370,30.38015938,2370,30.33133125,2370,28.4450264,
2369,84.53030396,2369,0.3923414648,2369,30.28998947,2369,30.43126106,2369,30.28024673,2369,28.54782677,
2368,84.51499939,2368,0.3617420197,2368,30.37372589,2368,30.37966537,2368,30.31205559,2368,28.55687141,
2367,84.45304871,2367,0.3380252421,2367,30.34684753,2367,30.37815094,2367,30.34352303,2367,28.58444405,
2366,84.47770691,2366,0.3855833411,2366,30.25344276,2366,30.35210419,2366,30.26766205,2366,28.45430756,
2365,84.47085571,2365,0.3545005918,2365,30.26613235,2365,30.33610916,2365,30.25123978,2365,28.52333832,
2364,84.45762634,2364,0.4485268593,2364,30.2333889,2364,30.22768784,2364,30.12397003,2364,28.3469677,
2363,84.5065918,2363,0.3722654283,2363,30.16335297,2363,30.24668121,2363,30.17733002,2363,28.4810791,
2362,84.48248291,2362,0.3005228043,2362,30.3427639,2362,30.33169746,2362,30.22935104,2362,28.44461823,
2361,84.43302917,2361,0.3347976506,2361,30.26927948,2361,30.29736328,2361,30.19107628,2361,28.3747139,
2360,84.3999176,2360,0.3873519003,2360,30.26334381,2360,30.15222549,2360,30.25609589,2360,28.4542675,
2359,84.42703247,2359,0.3331000507,2359,30.2053299,2359,30.22607231,2359,30.18915367,2359,28.42080879,
2358,84.38037872,2358,0.3738933206,2358,30.1335125,2358,30.2004509,2358,30.15654373,2358,28.32744408,
2357,84.32102203,2357,0.3451270163,2357,30.09972191,2357,30.29368591,2357,30.1476059,2357,28.37422752,
2356,84.29866791,2356,0.3531028926,2356,30.15431976,2356,30.15624809,2356,30.11892128,2356,28.46013641,
2355,84.28646851,2355,0.3900186419,2355,30.10613251,2355,30.10850525,2355,30.12490654,2355,28.37434769,
2354,84.28701782,2354,0.4762042165,2354,29.98795509,2354,30.03077507,2354,29.92486382,2354,28.2340641,
2353,84.31184387,2353,0.3661645353,2353,30.09110069,2353,30.08113861,2353,30.02194786,2353,28.35781288,
2352,84.18288422,2352,0.3697071075,2352,30.08949089,2352,30.04245377,2352,30.01159096,2352,28.32098007,
2351,84.14373779,2351,0.4298630655,2351,30.05022621,2351,29.98131561,2351,29.90687561,2351,28.32974434,
2350,84.17248535,2350,0.3288445175,2350,30.10927391,2350,30.05430603,2350,29.95486259,2350,28.40594101,
2349,84.13575745,2349,0.3879010975,2349,29.96975517,2349,29.98344231,2349,29.9731636,2349,28.25721741,
2348,84.14850616,2348,0.341796875,2348,30.00376129,2348,30.00274086,2348,30.0100708,2348,28.31093597,
2347,84.1299057,2347,0.3792214096,2347,29.92585373,2347,29.98549271,2347,29.87553406,2347,28.28190231,
2346,84.10198212,2346,0.4020039439,2346,29.88814354,2346,29.90706825,2346,29.87346077,2346,28.23958969,
2345,84.08229828,2345,0.3963293433,2345,29.87165451,2345,29.87541199,2345,29.7218914,2345,28.21746254,
2344,84.01591492,2344,0.3885117471,2344,29.82250786,2344,29.86668015,2344,29.82906914,2344,28.28436852,
2343,84.02039337,2343,0.3603137434,2343,29.93749619,2343,29.90107155,2343,29.83132362,2343,28.23575211,
2342,83.93062592,2342,0.3954645395,2342,29.82044792,2342,29.87315941,2342,29.74921417,2342,28.23611832,
2341,83.88995361,2341,0.3892022371,2341,29.77696609,2341,29.81928062,2341,29.79427528,2341,28.23807335,
2340,83.86733246,2340,0.3694954216,2340,29.79353333,2340,29.8687973,2340,29.76596451,2340,28.23406982,
2339,83.81491089,2339,0.4239893854,2339,29.72066498,2339,29.76924706,2339,29.74047279,2339,28.12375641,
2338,83.79553223,2338,0.3151209354,2338,29.85298347,2338,29.8303833,2338,29.78660393,2338,28.23230553,
2337,83.80751801,2337,0.3026580811,2337,29.73583031,2337,29.71614647,2337,29.73311806,2337,28.19161987,
2336,83.82071686,2336,0.356133759,2336,29.60892868,2336,29.66049957,2336,29.58492851,2336,28.19280624,
2335,83.74332428,2335,0.3060346842,2335,29.78190994,2335,29.78199959,2335,29.7334938,2335,28.2512989,
2334,83.68475342,2334,0.2985464334,2334,29.66289139,2334,29.78166008,2334,29.69994926,2334,28.21217728,
2333,83.7387085,2333,0.3870154619,2333,29.60782623,2333,29.65576935,2333,29.51822853,2333,28.12463951,
2332,83.72810364,2332,0.36185956,2332,29.56837463,2332,29.62111473,2332,29.46464729,2332,28.15706444,
2331,83.68838501,2331,0.3757227063,2331,29.60484886,2331,29.58682251,2331,29.4588871,2331,28.13095093,
2330,83.66039276,2330,0.4038867056,2330,29.52118301,2330,29.51641655,2330,29.55420303,2330,28.05680847,
2329,83.68908691,2329,0.4019663632,2329,29.46261978,2329,29.49932289,2329,29.36130524,2329,28.01940727,
2328,83.63730621,2328,0.3600502014,2328,29.5140419,2328,29.54393387,2328,29.45866013,2328,28.08828735,
2327,83.63824463,2327,0.445111841,2327,29.36408806,2327,29.38486671,2327,29.35569382,2327,27.91508675,
2326,83.65227509,2326,0.341083318,2326,29.46439743,2326,29.42322159,2326,29.29455376,2326,28.03787231,
2325,83.65618896,2325,0.3773331344,2325,29.42342377,2325,29.43356895,2325,29.33469772,2325,27.91622925,
2324,83.70036316,2324,0.3360419869,2324,29.36073494,2324,29.37988853,2324,29.31483459,2324,27.96855545,
2323,83.617836,2323,0.3821125925,2323,29.24235725,2323,29.37716866,2323,29.33174706,2323,27.97990799,
2322,83.63168335,2322,0.4339420795,2322,29.31569481,2322,29.23802757,2322,29.12315941,2322,27.89762115,
2321,83.69499207,2321,0.3238523602,2321,29.40780449,2321,29.37583923,2321,29.19877243,2321,27.91942596,
2320,83.68386841,2320,0.3393674493,2320,29.34689903,2320,29.27108192,2320,29.23121452,2320,27.9560833,
2319,83.61811066,2319,0.4644835293,2319,29.16377449,2319,29.22050858,2319,29.15574074,2319,27.87522316,
2318,83.67823792,2318,0.3425914347,2318,29.24256897,2318,29.21012306,2318,29.18795013,2318,27.91917038,
2317,83.69202423,2317,0.3566553891,2317,29.22848129,2317,29.19993782,2317,29.13456345,2317,27.86109543,
2316,83.69497681,2316,0.4074650705,2316,29.09462166,2316,29.11336708,2316,29.05864334,2316,27.89150429,
2315,83.77806091,2315,0.3779165149,2315,29.03986931,2315,29.13196945,2315,29.14355087,2315,27.86566925,
2314,83.76605988,2314,0.3506267071,2314,29.17571068,2314,29.12986374,2314,29.10288811,2314,27.91511917,
2313,83.7696228,2313,0.3384566009,2313,29.07913589,2313,29.05849266,2313,28.99648857,2313,27.89135361,
2312,83.80250549,2312,0.4428797066,2312,28.99081421,2312,28.97942352,2312,28.89972687,2312,27.90102005,
2311,83.86865997,2311,0.3895559013,2311,29.01635551,2311,28.9257431,2311,28.92214012,2311,27.77828598,
2310,83.93497467,2310,0.3555519879,2310,29.00029182,2310,28.94403076,2310,28.86809158,2310,27.86832428,
2309,83.89586639,2309,0.391898632,2309,29.05180168,2309,28.92735291,2309,28.87562752,2309,27.78447533,
2308,83.96025085,2308,0.3552844524,2308,28.98571396,2308,28.95791626,2308,28.81028938,2308,27.84869957,
2307,83.93073273,2307,0.3302718103,2307,28.96333313,2307,28.95623207,2307,28.83459282,2307,27.88971901,
2306,83.93884277,2306,0.4124560058,2306,28.8474617,2306,28.80146217,2306,28.71449852,2306,27.77236748,
2305,84.03189087,2305,0.380403161,2305,28.7902832,2305,28.76533318,2305,28.70560265,2305,27.88849449,
2304,84.0279007,2304,0.4083382785,2304,28.78997993,2304,28.81110001,2304,28.66558456,2304,27.86897087,
2303,84.1459198,2303,0.3527393341,2303,28.75401115,2303,28.80913544,2303,28.74593163,2303,27.88643837,
2302,84.18953705,2302,0.3927445114,2302,28.70983696,2302,28.73188591,2302,28.6524868,2302,27.7297287,
2301,84.23722076,2301,0.371504873,2301,28.75786781,2301,28.66571617,2301,28.59658623,2301,27.84274864,
2300,84.23067474,2300,0.3873900473,2300,28.717453,2300,28.74226189,2300,28.57791519,2300,27.75911713,
2299,84.34098053,2299,0.3822351694,2299,28.59798622,2299,28.74177361,2299,28.51956558,2299,27.84078789,
2298,84.38579559,2298,0.4456934035,2298,28.63757896,2298,28.61813354,2298,28.54616928,2298,27.74971962,
2297,84.44187164,2297,0.3735009432,2297,28.67008781,2297,28.61555481,2297,28.52947998,2297,27.80823708,
2296,84.45304871,2296,0.3907565475,2296,28.61438179,2296,28.62753487,2296,28.56345177,2296,27.79089737,
2295,84.66389465,2295,0.4009185433,2295,28.51228714,2295,28.52977753,2295,28.46170616,2295,27.72131538,
2294,84.70927429,2294,0.4285948277,2294,28.48207855,2294,28.38284302,2294,28.3819561,2294,27.76157761,
2293,84.80888367,2293,0.3642686009,2293,28.53384018,2293,28.40249252,2293,28.31159019,2293,27.8455162,
2292,84.85296631,2292,0.4763442874,2292,28.29965401,2292,28.44334602,2292,28.39402771,2292,27.68998718,
2291,84.93479919,2291,0.2696372569,2291,28.53071976,2291,28.51679993,2291,28.43854713,2291,27.90988731,
2290,85.04110718,2290,0.3839992583,2290,28.28387833,2290,28.2842598,2290,28.36658287,2290,27.78664207,
2289,85.19540405,2289,0.4138958752,2289,28.26629257,2289,28.24126816,2289,28.21679497,2289,27.66722488,
2288,85.29999542,2288,0.3972224891,2288,28.24328232,2288,28.2461071,2288,28.35385895,2288,27.715271,
2287,85.33161926,2287,0.3686210215,2287,28.21043205,2287,28.36513519,2287,28.28640556,2287,27.78179932,
2286,85.39530945,2286,0.3887832761,2286,28.2309494,2286,28.25876427,2286,28.2424202,2286,27.91379356,
2285,85.57987976,2285,0.4182451069,2285,28.17063713,2285,28.18207741,2285,28.05842972,2285,27.7687397,
2284,85.71087646,2284,0.5440126657,2284,28.11351776,2284,28.00453949,2284,27.94699287,2284,27.63242149,
2283,85.77277374,2283,0.4908092916,2283,27.92152405,2283,28.09146309,2283,27.94013977,2283,27.70659256,
2282,85.89748383,2282,0.3780366182,2282,28.21327209,2282,28.1552887,2282,27.9437294,2282,27.80424881,
2281,85.90650177,2281,0.430731535,2281,28.13509941,2281,28.01247215,2281,28.0401268,2281,27.79240227,
2280,86.15982819,2280,0.4311387837,2280,27.91336441,2280,27.8908844,2280,27.95704079,2280,27.78720856,
2279,86.26764679,2279,0.3333440423,2279,28.06735039,2279,28.06400681,2279,27.97023964,2279,27.70595169,
2278,86.31438446,2278,0.4503083825,2278,27.81074333,2278,27.92368889,2278,27.95271873,2278,27.67812347,
2277,86.42946625,2277,0.3704984784,2277,28.13159752,2277,28.02287865,2277,27.94820976,2277,27.85713577,
2276,86.54193115,2276,0.4990496635,2276,27.91861534,2276,27.7893486,2276,27.77973175,2276,27.62157249,
2275,86.68444824,2275,0.4296462536,2275,27.9656105,2275,27.92027664,2275,27.80973244,2275,27.83088112,
2274,86.89762878,2274,0.467905879,2274,27.68919182,2274,27.84414673,2274,27.63510323,2274,27.75785637,
2273,86.93423462,2273,0.3055627942,2273,28.00219917,2273,27.86597633,2273,27.89962959,2273,27.85686302,
2272,87.16347504,2272,0.3437025249,2272,27.79664612,2272,27.90642166,2272,27.90100288,2272,27.77271843,
2271,87.33825684,2271,0.310744971,2271,27.89381981,2271,27.81546974,2271,27.85749435,2271,27.75517464,
2270,87.46645355,2270,0.4466075897,2270,27.69509888,2270,27.77561569,2270,27.64800835,2270,27.7024231,
2269,87.67757416,2269,0.3529728055,2269,27.79451942,2269,27.82078362,2269,27.7813015,2269,27.69576645,
2268,87.8894043,2268,0.4398095906,2268,27.53398132,2268,27.69873428,2268,27.60250854,2268,27.54805374,
2267,88.02873993,2267,0.5132716894,2267,27.62169266,2267,27.57381248,2267,27.57844353,2267,27.59774017,
2266,88.27799988,2266,0.3789440989,2266,27.68749237,2266,27.58194733,2266,27.5370636,2266,27.58880043,
2265,88.40641022,2265,0.4291723371,2265,27.49506569,2265,27.61982155,2265,27.56685638,2265,27.62991714,
2264,88.63680267,2264,0.4254544079,2264,27.69119644,2264,27.53153801,2264,27.57063293,2264,27.52931404,
2263,88.70802307,2263,0.5155454874,2263,27.61243629,2263,27.53269386,2263,27.53287888,2263,27.47529984,
2262,88.95930481,2262,0.4179275632,2262,27.51956367,2262,27.55923271,2262,27.51296234,2262,27.53924942,
2261,89.18225098,2261,0.418797195,2261,27.50434494,2261,27.51116753,2261,27.55358124,2261,27.52626228,
2260,89.36963654,2260,0.5413037539,2260,27.41424179,2260,27.41275406,2260,27.44740868,2260,27.42856789,
2259,89.4085083,2259,0.3425690532,2259,27.55402374,2259,27.56097984,2259,27.55317307,2259,27.55695915,
2258,89.63613892,2258,0.367397666,2258,27.5668869,2258,27.58056259,2258,27.4798069,2258,27.40909958,
2257,89.93499756,2257,0.4536997974,2257,27.42368889,2257,27.42737198,2257,27.45953178,2257,27.39653969,
2256,89.98193359,2256,0.3648335636,2256,27.5242424,2256,27.3819561,2256,27.41699791,2256,27.4949131,
2255,90.14485931,2255,0.3752190471,2255,27.47358894,2255,27.47591782,2255,27.43460274,2255,27.45520401,
2254,90.35670471,2254,0.5096516013,2254,27.34459686,2254,27.34053993,2254,27.32724571,2254,27.31621552,
2253,90.51185608,2253,0.3917576671,2253,27.44665718,2253,27.40846062,2253,27.52547646,2253,27.37849617,
